19:01:2018:16:27:01,96.17
19:01:2018:16:30:01,85.55
19:01:2018:16:33:01,91.21
19:01:2018:16:36:01,90.02
19:01:2018:16:39:01,86.57
19:01:2018:16:42:01,95.84
19:01:2018:16:45:01,85.77
19:01:2018:16:48:01,90.58
19:01:2018:16:51:01,90.50
19:01:2018:16:54:01,85.67
19:01:2018:16:57:01,96.55
19:01:2018:17:00:01,85.50
19:01:2018:17:03:01,90.87
19:01:2018:17:06:01,90.38
19:01:2018:17:09:01,86.11
19:01:2018:17:12:01,96.19
19:01:2018:17:15:01,85.40
19:01:2018:17:18:01,90.40
19:01:2018:17:21:01,90.90
19:01:2018:17:24:01,86.37
19:01:2018:17:27:01,95.91
19:01:2018:17:30:01,85.88
19:01:2018:17:33:01,90.31
19:01:2018:17:36:01,90.99
