19:01:2018:17:39:01,85.73
19:01:2018:17:42:01,96.55
19:01:2018:17:45:02,85.62
19:01:2018:17:48:01,89.87
19:01:2018:17:51:01,91.42
19:01:2018:17:54:01,86.18
19:01:2018:17:57:01,95.89
19:01:2018:18:00:01,85.68
19:01:2018:18:03:01,89.10
19:01:2018:18:06:01,91.95
19:01:2018:18:09:01,86.47
19:01:2018:18:12:01,95.83
19:01:2018:18:15:01,86.07
19:01:2018:18:18:01,91.68
19:01:2018:18:21:01,89.15
19:01:2018:18:24:01,86.02
19:01:2018:18:27:01,96.28
19:01:2018:18:30:01,85.58
19:01:2018:18:33:01,92.22
19:01:2018:18:36:01,89.45
19:01:2018:18:39:01,86.36
19:01:2018:18:42:01,96.00
19:01:2018:18:45:01,85.88
19:01:2018:18:48:01,92.22
19:01:2018:18:51:01,89.54
19:01:2018:18:54:01,86.65
19:01:2018:18:57:01,95.78
19:01:2018:19:00:01,86.23
19:01:2018:19:03:01,91.13
19:01:2018:19:06:01,89.48
19:01:2018:19:09:01,85.99
19:01:2018:19:12:01,96.24
19:01:2018:19:15:02,85.73
19:01:2018:19:18:01,92.08
19:01:2018:19:21:01,89.66
19:01:2018:19:24:01,86.37
19:01:2018:19:27:01,96.03
19:01:2018:19:30:01,85.51
19:01:2018:19:33:01,91.44
19:01:2018:19:36:01,89.80
19:01:2018:19:39:01,86.63
19:01:2018:19:42:01,95.85
19:01:2018:19:45:01,86.26
19:01:2018:19:48:01,90.84
19:01:2018:19:51:01,90.46
19:01:2018:19:54:01,85.80
19:01:2018:19:57:01,96.26
19:01:2018:20:00:01,85.54
19:01:2018:20:03:01,90.99
19:01:2018:20:06:01,90.25
19:01:2018:20:09:01,86.11
19:01:2018:20:12:01,96.08
19:01:2018:20:15:01,85.65
19:01:2018:20:18:01,91.00
19:01:2018:20:21:01,89.93
19:01:2018:20:24:01,86.51
19:01:2018:20:27:01,95.91
19:01:2018:20:30:01,86.05
19:01:2018:20:33:01,90.56
19:01:2018:20:36:01,90.63
19:01:2018:20:39:01,85.86
19:01:2018:20:42:01,96.40
19:01:2018:20:45:01,85.36
19:01:2018:20:48:01,91.14
19:01:2018:20:51:01,90.56
19:01:2018:20:54:01,86.18
19:01:2018:20:57:01,95.99
19:01:2018:21:00:01,85.84
19:01:2018:21:03:01,90.32
19:01:2018:21:06:01,90.95
19:01:2018:21:09:01,86.62
19:01:2018:21:12:01,95.87
19:01:2018:21:15:01,86.12
19:01:2018:21:18:01,90.43
19:01:2018:21:21:01,90.87
19:01:2018:21:24:01,85.94
19:01:2018:21:27:01,96.38
19:01:2018:21:30:01,85.71
19:01:2018:21:33:01,90.68
19:01:2018:21:36:01,91.11
19:01:2018:21:39:01,86.28
19:01:2018:21:42:01,96.14
19:01:2018:21:45:01,85.92
19:01:2018:21:48:01,90.00
19:01:2018:21:51:01,91.43
19:01:2018:21:54:01,86.51
19:01:2018:21:57:01,95.80
19:01:2018:22:00:01,86.00
19:01:2018:22:03:01,88.88
19:01:2018:22:06:01,92.15
19:01:2018:22:09:01,85.95
19:01:2018:22:12:01,96.29
19:01:2018:22:15:01,86.01
19:01:2018:22:18:01,92.54
19:01:2018:22:21:01,89.03
19:01:2018:22:24:01,86.48
19:01:2018:22:27:01,95.95
19:01:2018:22:30:01,85.77
19:01:2018:22:33:01,92.01
19:01:2018:22:36:01,88.91
19:01:2018:22:39:01,86.22
19:01:2018:22:42:01,95.82
19:01:2018:22:45:01,85.84
19:01:2018:22:48:01,91.10
19:01:2018:22:51:01,89.95
19:01:2018:22:54:01,86.05
19:01:2018:22:57:01,96.23
19:01:2018:23:00:01,85.52
19:01:2018:23:03:01,90.89
19:01:2018:23:06:01,90.12
19:01:2018:23:09:01,86.40
19:01:2018:23:12:01,95.99
19:01:2018:23:15:01,85.81
19:01:2018:23:18:01,90.61
19:01:2018:23:21:01,90.80
19:01:2018:23:24:01,86.42
19:01:2018:23:27:01,95.84
19:01:2018:23:30:01,86.00
19:01:2018:23:33:01,90.28
19:01:2018:23:36:01,90.33
19:01:2018:23:39:01,85.44
19:01:2018:23:42:01,96.34
19:01:2018:23:45:01,85.18
19:01:2018:23:48:01,89.49
19:01:2018:23:51:01,92.21
19:01:2018:23:54:01,86.25
