1801201800301.0,94.11
1801201800601.0,83.67
1801201800901.0,90.63
1801201801201.0,89.30
1801201801501.0,84.86
1801201801801.0,95.37
1801201802101.0,83.51
1801201802401.0,90.84
1801201802701.0,89.55
1801201803001.0,85.18
1801201803301.0,95.37
1801201803601.0,83.61
1801201803901.0,88.79
1801201804201.0,89.18
1801201804501.0,84.34
1801201804801.0,95.57
1801201805101.0,83.35
1801201805401.0,91.03
1801201805702.0,89.07
1801201810001.0,84.55
1801201810301.0,94.88
1801201810601.0,83.10
1801201810901.0,90.84
1801201811201.0,89.47
1801201811501.0,84.98
1801201811801.0,95.14
1801201812101.0,83.84
1801201812401.0,90.20
1801201812701.0,89.38
1801201813001.0,84.52
1801201813301.0,95.82
1801201813601.0,83.31
1801201813901.0,90.78
1801201814201.0,88.84
1801201814502.0,84.66
1801201814801.0,95.58
1801201815101.0,83.63
1801201815401.0,90.89
1801201815701.0,89.28
1801201820001.0,85.08
1801201820301.0,95.01
1801201820601.0,84.11
1801201820901.0,90.32
1801201821201.0,89.23
1801201821501.0,84.19
1801201821801.0,95.95
1801201822101.0,83.10
1801201822401.0,90.71
1801201822701.0,89.61
1801201823001.0,84.57
1801201823301.0,95.81
1801201823601.0,83.71
1801201823901.0,90.11
1801201824201.0,89.99
1801201824501.0,84.90
1801201824801.0,95.32
1801201825101.0,83.88
1801201825401.0,89.84
1801201825701.0,90.15
1801201830001.0,84.58
1801201830301.0,95.52
1801201830601.0,83.43
1801201830902.0,90.62
1801201831201.0,89.94
1801201831501.0,84.85
1801201831801.0,95.55
1801201832101.0,83.42
1801201832401.0,88.34
1801201832701.0,90.15
1801201833001.0,84.86
1801201833301.0,94.83
1801201833601.0,84.01
1801201833901.0,90.22
1801201834201.0,89.96
1801201834502.0,84.77
1801201834801.0,95.56
1801201835101.0,77.43
1801201835401.0,80.55
1801201835701.0,78.95
1801201840001.0,86.73
1801201840301.0,95.55
1801201840601.0,85.42
1801201840902.0,89.44
1801201841201.0,93.08
1801201841501.0,86.59
1801201841801.0,95.92
1801201842102.0,85.77
1801201842401.0,92.39
1801201842701.0,89.75
1801201843001.0,86.37
1801201843301.0,96.11
1801201843601.0,85.34
1801201843901.0,92.16
1801201844201.0,90.38
1801201844501.0,86.49
1801201844801.0,95.80
1801201845101.0,85.09
1801201845401.0,91.61
1801201845701.0,90.76
1801201850001.0,85.87
1801201850301.0,96.05
1801201850601.0,85.75
1801201850901.0,91.10
1801201851201.0,91.11
1801201851501.0,85.92
1801201851801.0,96.45
1801201852101.0,84.58
1801201852401.0,91.60
1801201852701.0,91.44
1801201853001.0,86.71
1801201853301.0,96.27
1801201853601.0,85.55
1801201853901.0,93.04
1801201854201.0,89.57
1801201854501.0,86.02
1801201854801.0,96.74
1801201855101.0,85.61
1801201855401.0,89.93
1801201855702.0,92.80
1801201860001.0,86.38
1801201860301.0,95.84
1801201860601.0,85.41
1801201860901.0,92.58
1801201861201.0,90.22
1801201861501.0,86.82
1801201861801.0,95.97
1801201862101.0,85.57
1801201862401.0,91.93
1801201862701.0,90.91
1801201863001.0,85.74
1801201863301.0,96.80
1801201863601.0,85.09
1801201863901.0,92.24
1801201864201.0,90.78
1801201864501.0,86.63
1801201864801.0,96.52
1801201865101.0,85.48
1801201865401.0,92.04
1801201865701.0,90.99
1801201870001.0,86.74
1801201870301.0,95.64
1801201870601.0,85.71
1801201870901.0,89.85
1801201871201.0,92.69
1801201871501.0,86.14
1801201871801.0,96.67
1801201872101.0,85.46
1801201872401.0,92.81
1801201872701.0,90.01
1801201873001.0,86.58
1801201873301.0,96.41
1801201873601.0,84.81
1801201873901.0,92.39
1801201874201.0,90.35
1801201874501.0,87.05
1801201874801.0,96.04
1801201875101.0,85.40
1801201875401.0,91.40
1801201875701.0,90.89
1801201880001.0,86.01
1801201880301.0,96.39
1801201880601.0,85.17
1801201880901.0,92.12
1801201881201.0,90.65
1801201881501.0,86.48
1801201881801.0,96.12
1801201882101.0,85.22
1801201882401.0,90.91
1801201882701.0,92.07
1801201883001.0,86.72
1801201883301.0,96.05
1801201883601.0,85.82
1801201883901.0,92.49
1801201884201.0,89.87
1801201884501.0,86.32
1801201884801.0,96.49
1801201885101.0,85.35
1801201885401.0,92.35
1801201885701.0,90.19
1801201890001.0,86.50
1801201890301.0,95.89
1801201890601.0,85.56
1801201890901.0,92.31
1801201891202.0,90.50
1801201891501.0,86.87
1801201891801.0,95.93
1801201892101.0,85.44
1801201892401.0,91.29
1801201892701.0,91.28
1801201893001.0,86.24
1801201893301.0,96.81
1801201893601.0,85.42
1801201893901.0,93.16
1801201894201.0,89.29
1801201894501.0,86.71
1801201894801.0,95.73
1801201895101.0,85.05
1801201895401.0,92.25
1801201895701.0,90.46
18012018100001.0,86.82
18012018100301.0,95.67
18012018100601.0,86.06
18012018100901.0,91.75
18012018101201.0,90.90
18012018101501.0,86.29
18012018101801.0,96.47
18012018102101.0,85.44
18012018102401.0,92.28
18012018102701.0,90.82
18012018103001.0,86.64
18012018103301.0,96.18
18012018103601.0,85.54
18012018103901.0,90.14
18012018104201.0,92.64
18012018104501.0,86.35
18012018104802.0,96.37
18012018105101.0,85.27
18012018105401.0,92.72
18012018105701.0,89.65
18012018110001.0,86.55
18012018110301.0,95.79
18012018110601.0,85.48
18012018110901.0,93.39
18012018111201.0,89.52
18012018111501.0,86.71
18012018111801.0,95.97
18012018112101.0,85.51
18012018112401.0,91.91
18012018112701.0,90.77
18012018113001.0,85.88
18012018113301.0,96.71
18012018113601.0,86.11
18012018113901.0,91.63
18012018114201.0,90.65
18012018114502.0,86.31
18012018114801.0,96.59
18012018115101.0,85.36
18012018115401.0,91.68
18012018115701.0,91.20
18012018120002.0,86.76
18012018120301.0,95.75
18012018120601.0,85.55
18012018120901.0,91.29
18012018121201.0,91.33
18012018121501.0,85.89
18012018121801.0,96.75
18012018122101.0,85.47
18012018122401.0,89.96
18012018122701.0,92.36
18012018123001.0,86.23
18012018123301.0,96.18
18012018123601.0,84.83
18012018123901.0,92.97
18012018124201.0,89.14
18012018124501.0,86.66
18012018124801.0,95.97
18012018125101.0,85.60
18012018125401.0,92.03
18012018125701.0,90.72
18012018130001.0,86.34
18012018130301.0,96.37
18012018130601.0,85.38
18012018130901.0,92.29
18012018131201.0,90.66
18012018131501.0,86.54
18012018131801.0,96.21
18012018132101.0,85.27
18012018132401.0,92.05
18012018132701.0,90.28
18012018133001.0,86.89
18012018133301.0,96.09
18012018133601.0,85.59
18012018133901.0,91.64
18012018134201.0,91.01
18012018134501.0,86.12
18012018134802.0,96.78
18012018135101.0,85.39
18012018135401.0,90.47
18012018135701.0,92.63
18012018140001.0,86.56
18012018140301.0,96.22
18012018140601.0,85.24
18012018140901.0,93.17
18012018141201.0,89.54
18012018141501.0,86.50
18012018141801.0,96.12
18012018142101.0,85.62
18012018142401.0,92.48
18012018142701.0,89.91
18012018143001.0,85.99
18012018143301.0,96.52
18012018143601.0,85.35
18012018143901.0,92.38
18012018144201.0,90.61
18012018144501.0,86.47
18012018144801.0,96.32
18012018145101.0,85.31
18012018145401.0,91.92
18012018145701.0,91.01
18012018150001.0,86.77
18012018150301.0,95.58
18012018150601.0,85.70
18012018150901.0,89.75
18012018151201.0,93.07
18012018151501.0,86.14
18012018151801.0,96.45
18012018152101.0,85.24
18012018152401.0,92.54
18012018152701.0,90.29
18012018153002.0,86.50
18012018153301.0,96.20
18012018153601.0,84.68
18012018153901.0,92.22
18012018154201.0,90.36
18012018154501.0,86.77
18012018154801.0,95.95
18012018155101.0,85.46
18012018155401.0,91.36
18012018155701.0,90.51
18012018160001.0,85.92
18012018160301.0,96.24
18012018160601.0,85.22
18012018160901.0,91.77
18012018161201.0,90.71
18012018161501.0,86.41
18012018161801.0,96.39
18012018162101.0,85.73
18012018162401.0,91.09
18012018162701.0,91.60
18012018163001.0,86.96
18012018163301.0,95.98
18012018163601.0,85.59
18012018163901.0,90.25
18012018164201.0,92.47
18012018164501.0,86.31
18012018164802.0,96.93
18012018165101.0,85.18
18012018165402.0,92.59
18012018165701.0,90.05
18012018170001.0,86.95
18012018170301.0,95.54
18012018170601.0,85.49
18012018170901.0,91.78
18012018171201.0,90.94
18012018171501.0,86.83
18012018171801.0,95.90
18012018172101.0,85.36
18012018172401.0,90.74
18012018172701.0,91.29
18012018173001.0,86.14
18012018173301.0,96.57
18012018173601.0,85.38
18012018173901.0,93.21
18012018174201.0,88.99
18012018174501.0,86.88
18012018174801.0,95.99
18012018175101.0,85.21
18012018175401.0,92.04
18012018175701.0,90.44
18012018180001.0,86.80
18012018180301.0,95.57
18012018180601.0,86.14
18012018180901.0,91.79
18012018181201.0,90.70
18012018181502.0,86.38
18012018181801.0,96.45
18012018182101.0,85.38
18012018182401.0,91.30
18012018182701.0,91.40
18012018183001.0,86.16
18012018183301.0,96.09
18012018183601.0,85.66
18012018183901.0,92.72
18012018184201.0,89.52
18012018184501.0,85.80
18012018184801.0,96.63
18012018185101.0,85.55
18012018185401.0,92.25
18012018185701.0,89.65
18012018190001.0,85.98
18012018190301.0,95.72
18012018190601.0,84.93
18012018190901.0,92.27
18012018191201.0,89.58
18012018191501.0,85.92
18012018191801.0,95.85
18012018192101.0,84.62
18012018192401.0,91.89
18012018192701.0,90.67
18012018193001.0,86.26
18012018193301.0,96.72
18012018193601.0,85.97
18012018193901.0,91.45
18012018194201.0,90.88
18012018194501.0,86.24
18012018194801.0,96.55
18012018195101.0,85.44
18012018195401.0,90.83
18012018195701.0,91.78
18012018200002.0,86.39
18012018200301.0,95.79
18012018200601.0,85.49
18012018200901.0,92.92
18012018201201.0,89.51
18012018201501.0,85.81
18012018201801.0,96.74
18012018202101.0,85.84
18012018202401.0,91.87
18012018202701.0,90.45
18012018203001.0,86.33
18012018203301.0,96.42
18012018203601.0,85.33
18012018203901.0,92.33
18012018204201.0,90.16
18012018204501.0,86.61
18012018204801.0,96.07
18012018205101.0,85.40
18012018205401.0,91.40
18012018205701.0,91.30
18012018210001.0,85.98
18012018210301.0,96.31
18012018210601.0,85.41
18012018210901.0,91.95
18012018211201.0,90.74
18012018211501.0,86.56
18012018211801.0,96.27
18012018212101.0,85.31
18012018212401.0,91.04
18012018212701.0,91.67
18012018213001.0,86.51
18012018213301.0,95.88
18012018213601.0,85.20
18012018213901.0,92.95
18012018214201.0,89.40
18012018214501.0,85.80
18012018214801.0,96.64
18012018215101.0,84.90
18012018215401.0,92.48
18012018215701.0,89.82
18012018220001.0,86.51
18012018220301.0,95.82
18012018220601.0,85.44
18012018220901.0,92.35
18012018221201.0,90.45
18012018221501.0,86.72
18012018221801.0,95.78
18012018222101.0,85.46
18012018222401.0,91.27
18012018222701.0,91.36
18012018223002.0,86.16
18012018223301.0,96.74
18012018223601.0,85.25
18012018223901.0,90.51
18012018224201.0,92.33
18012018224501.0,86.54
18012018224801.0,96.47
18012018225101.0,85.55
18012018225401.0,92.44
18012018225701.0,90.34
18012018230002.0,86.97
18012018230301.0,95.63
18012018230601.0,85.66
18012018230901.0,91.67
18012018231201.0,90.94
18012018231501.0,86.15
18012018231801.0,96.73
18012018232101.0,85.28
18012018232401.0,91.26
18012018232701.0,91.71
18012018233001.0,86.46
18012018233301.0,96.49
1901201800301.0,89.28
1901201800601.0,91.55
1901201800901.0,86.05
1901201801201.0,96.66
1901201801501.0,85.87
1901201801801.0,90.05
1901201802101.0,92.03
1901201802402.0,86.46
1901201802701.0,95.77
1901201803001.0,86.27
1901201803301.0,92.20
1901201803601.0,89.36
1901201803901.0,86.58
1901201804201.0,95.81
1901201804501.0,86.38
1901201804801.0,92.07
1901201805101.0,89.61
1901201805401.0,86.33
1901201805701.0,96.21
1901201810001.0,85.95
1901201810301.0,92.06
1901201810601.0,89.31
1901201810901.0,86.37
1901201811201.0,95.85
1901201811501.0,85.98
1901201811801.0,91.98
1901201812101.0,89.44
1901201812401.0,85.62
1901201812701.0,96.36
1901201813002.0,86.22
1901201813301.0,91.53
1901201813601.0,89.87
1901201813901.0,86.27
1901201814201.0,96.17
1901201814501.0,85.94
1901201814801.0,92.00
1901201815101.0,89.75
1901201815401.0,86.56
1901201815701.0,95.60
1901201820001.0,85.98
1901201820301.0,90.93
1901201820602.0,90.28
1901201820901.0,85.75
1901201821201.0,96.56
1901201821501.0,86.14
